model,seed,scene,occluder,cut,cond,round,d,h,pitch,yaw,hfov,edge_projected,hbin,dbin,dbin3a,n_gt,ncell_3a,ncell_3b,d_3a,d_3b,on_3a,off_3a,on_3b,off_3b,rec_3a,rec_3b,delta_all
b2,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0007.png::boost_h,L7,260820_boost_h_on,10.4613,0.3301,-6.1172,5.4847,60.0935,198,h_lo (robot ~0.3),d>=9,d>=6.8,5,0,5,nan,0.432753,nan,nan,0.43423,0.001477,nan,0.0,0.432753
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260819__0000.png,L0,260819_main_on,9.9031,0.4233,-6.6317,-4.2143,61.8616,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,0.008326,nan,nan,0.00965,0.001324,nan,0.0,0.008326
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0000.png::boost_e,L0,260820_boost_e_on,10.9914,0.3911,-13.637,-17.7914,62.7559,14,h_lo (robot ~0.3),d>=9,d>=6.8,2,0,2,nan,0.005216,nan,nan,0.00641,0.001194,nan,0.0,0.005216
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0000.png::boost_h,L0,260820_boost_h_on,10.9914,0.3614,-13.637,-17.7914,62.7559,14,h_lo (robot ~0.3),d>=9,d>=6.8,2,0,2,nan,0.0010669999999999998,nan,nan,0.003885,0.002818,nan,0.0,0.0010669999999999998
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0001.png::boost_h,L0,260820_boost_h_on,9.9013,0.8097,-6.8068,-11.8299,63.9125,14,h_mid (~0.9),d>=9,d>=6.8,1,0,1,nan,0.002562,nan,nan,0.003865,0.001303,nan,0.0,0.002562
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0003.png::boost_e,L0,260820_boost_e_on,7.5147,0.4734,-11.0902,-4.9586,63.1815,14,h_lo (robot ~0.3),d 7-9,d>=6.8,4,2,2,-0.0003219999999999998,0.00018599999999999997,0.002899,0.003221,0.001437,0.001251,0.0,0.0,-0.0003219999999999998
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0003.png::boost_h,L0,260820_boost_h_on,7.5147,0.4263,-11.0902,-4.9586,63.1815,14,h_lo (robot ~0.3),d 7-9,d>=6.8,4,2,2,0.008877,0.011322,0.015332,0.006455,0.013436,0.002114,0.0,0.0,0.008877
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0004.png::boost_e,L0,260820_boost_e_on,9.9583,0.8223,-12.6937,-3.4861,58.1207,14,h_mid (~0.9),d>=9,d>=6.8,2,0,2,nan,-0.00021100000000000003,nan,nan,0.001359,0.00157,nan,0.0,-0.00021100000000000003
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0004.png::boost_h,L0,260820_boost_h_on,9.9583,0.7018,-12.6937,-3.4861,58.1207,14,h_mid (~0.9),d>=9,d>=6.8,2,0,2,nan,8.90000000000001e-05,nan,nan,0.001307,0.001218,nan,0.0,8.90000000000001e-05
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0005.png::boost_e,L0,260820_boost_e_on,9.8366,0.3501,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,0.000316,nan,nan,0.000762,0.000446,nan,0.0,0.000316
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0005.png::boost_h,L0,260820_boost_h_on,9.8366,0.329,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,0.00018199999999999998,nan,nan,0.000645,0.000463,nan,0.0,0.00018199999999999998
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0006.png::boost_e,L0,260820_boost_e_on,6.9519,0.4701,-5.1828,6.8137,59.5209,14,h_lo (robot ~0.3),d<7,d>=6.8,4,2,2,0.031289999999999984,0.005257999999999999,0.437125,0.405835,0.042198,0.03694,0.0,0.0,0.031289999999999984
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0006.png::boost_h,L0,260820_boost_h_on,6.9519,0.4238,-5.1828,6.8137,59.5209,14,h_lo (robot ~0.3),d<7,d>=6.8,4,2,2,0.11491499999999999,0.004766000000000001,0.254357,0.139442,0.016444,0.011678,0.0,0.0,0.11491499999999999
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260819__0000.png,L4,260819_main_on,9.9031,0.4233,-6.6317,-4.2143,61.8616,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,0.00015900000000000002,nan,nan,0.000523,0.000364,nan,0.0,0.00015900000000000002
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0000.png::boost_e,L4,260820_boost_e_on,10.9914,0.3911,-13.637,-17.7914,62.7559,14,h_lo (robot ~0.3),d>=9,d>=6.8,2,0,2,nan,2.800000000000003e-05,nan,nan,0.000985,0.000957,nan,0.0,2.800000000000003e-05
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0000.png::boost_h,L4,260820_boost_h_on,10.9914,0.3614,-13.637,-17.7914,62.7559,14,h_lo (robot ~0.3),d>=9,d>=6.8,2,0,2,nan,-0.000307,nan,nan,0.000626,0.000933,nan,0.0,-0.000307
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0001.png::boost_h,L4,260820_boost_h_on,9.9013,0.8097,-6.8068,-11.8299,63.9125,14,h_mid (~0.9),d>=9,d>=6.8,1,0,1,nan,5.099999999999999e-05,nan,nan,0.000223,0.000172,nan,0.0,5.099999999999999e-05
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0003.png::boost_e,L4,260820_boost_e_on,7.5147,0.4734,-11.0902,-4.9586,63.1815,14,h_lo (robot ~0.3),d 7-9,d>=6.8,4,2,2,0.000236,7.899999999999997e-05,0.000643,0.000407,0.000421,0.000342,0.0,0.0,0.000236
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0003.png::boost_h,L4,260820_boost_h_on,7.5147,0.4263,-11.0902,-4.9586,63.1815,14,h_lo (robot ~0.3),d 7-9,d>=6.8,4,2,2,0.00038,0.00025800000000000004,0.000794,0.000414,0.000674,0.000416,0.0,0.0,0.000378
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0004.png::boost_e,L4,260820_boost_e_on,9.9583,0.8223,-12.6937,-3.4861,58.1207,14,h_mid (~0.9),d>=9,d>=6.8,2,0,2,nan,3.000000000000001e-05,nan,nan,0.000133,0.000103,nan,0.0,3.000000000000001e-05
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0004.png::boost_h,L4,260820_boost_h_on,9.9583,0.7018,-12.6937,-3.4861,58.1207,14,h_mid (~0.9),d>=9,d>=6.8,2,0,2,nan,0.000298,nan,nan,0.000605,0.000307,nan,0.0,0.000298
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0005.png::boost_e,L4,260820_boost_e_on,9.8366,0.3501,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,0.000864,nan,nan,0.002036,0.001172,nan,0.0,0.000864
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0005.png::boost_h,L4,260820_boost_h_on,9.8366,0.329,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,0.0038730000000000006,nan,nan,0.006146,0.002273,nan,0.0,0.0038730000000000006
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0006.png::boost_e,L4,260820_boost_e_on,6.9519,0.4701,-5.1828,6.8137,59.5209,14,h_lo (robot ~0.3),d<7,d>=6.8,4,2,2,0.019707999999999996,0.002313,0.054858,0.03515,0.006282,0.003969,0.0,0.0,0.019707999999999996
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L4__s20260820__0006.png::boost_h,L4,260820_boost_h_on,6.9519,0.4238,-5.1828,6.8137,59.5209,14,h_lo (robot ~0.3),d<7,d>=6.8,4,2,2,0.008988,-0.000859,0.022437,0.013449,0.001297,0.002156,0.0,0.0,0.008988
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260819__0000.png,L7,260819_main_on,9.9031,0.4233,-6.6317,-4.2143,61.8616,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,0.000696,nan,nan,0.001001,0.000305,nan,0.0,0.000696
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0000.png::boost_e,L7,260820_boost_e_on,10.9914,0.3911,-13.637,-17.7914,62.7559,14,h_lo (robot ~0.3),d>=9,d>=6.8,2,0,2,nan,0.00149,nan,nan,0.002175,0.000685,nan,0.0,0.00149
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0000.png::boost_h,L7,260820_boost_h_on,10.9914,0.3614,-13.637,-17.7914,62.7559,14,h_lo (robot ~0.3),d>=9,d>=6.8,2,0,2,nan,6.000000000000005e-05,nan,nan,0.000736,0.000676,nan,0.0,6.000000000000005e-05
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0001.png::boost_h,L7,260820_boost_h_on,9.9013,0.8097,-6.8068,-11.8299,63.9125,14,h_mid (~0.9),d>=9,d>=6.8,1,0,1,nan,0.00030399999999999996,nan,nan,0.000722,0.000418,nan,0.0,0.00030399999999999996
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0003.png::boost_e,L7,260820_boost_e_on,7.5147,0.4734,-11.0902,-4.9586,63.1815,14,h_lo (robot ~0.3),d 7-9,d>=6.8,4,2,2,0.000304,0.000505,0.000803,0.000499,0.000806,0.000301,0.0,0.0,0.000307
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0003.png::boost_h,L7,260820_boost_h_on,7.5147,0.4263,-11.0902,-4.9586,63.1815,14,h_lo (robot ~0.3),d 7-9,d>=6.8,4,2,2,0.00048100000000000004,0.001213,0.000818,0.000337,0.001425,0.000212,0.0,0.0,0.001088
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0004.png::boost_e,L7,260820_boost_e_on,9.9583,0.8223,-12.6937,-3.4861,58.1207,14,h_mid (~0.9),d>=9,d>=6.8,2,0,2,nan,2.4000000000000014e-05,nan,nan,0.000162,0.000138,nan,0.0,2.4000000000000014e-05
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0004.png::boost_h,L7,260820_boost_h_on,9.9583,0.7018,-12.6937,-3.4861,58.1207,14,h_mid (~0.9),d>=9,d>=6.8,2,0,2,nan,0.00025899999999999995,nan,nan,0.000628,0.000369,nan,0.0,0.00025899999999999995
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0005.png::boost_e,L7,260820_boost_e_on,9.8366,0.3501,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,0.0011799999999999998,nan,nan,0.002597,0.001417,nan,0.0,0.0011799999999999998
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0005.png::boost_h,L7,260820_boost_h_on,9.8366,0.329,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,0.001007000000000001,nan,nan,0.009206,0.008199,nan,0.0,0.001007000000000001
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0006.png::boost_e,L7,260820_boost_e_on,6.9519,0.4701,-5.1828,6.8137,59.5209,14,h_lo (robot ~0.3),d<7,d>=6.8,4,2,2,0.016176000000000003,0.003218,0.05093,0.034754,0.005594,0.002376,0.0,0.0,0.016176000000000003
b2,42,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0006.png::boost_h,L7,260820_boost_h_on,6.9519,0.4238,-5.1828,6.8137,59.5209,14,h_lo (robot ~0.3),d<7,d>=6.8,4,2,2,0.018078999999999998,0.0011459999999999999,0.027287,0.009208,0.00214,0.000994,0.0,0.0,0.018078999999999998
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0000.png,L0,260819_main_on,4.7439,0.8483,-9.8586,1.429,61.6578,130,h_mid (~0.9),d<7,d<5.5,10,5,5,0.05437499999999998,0.08173800000000002,0.243661,0.189286,0.15543,0.073692,0.0,0.0,0.05437499999999998
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0001.png,L0,260819_main_on,7.036,1.2795,-8.9998,1.6524,61.4065,179,h_hi (~1.8),d 7-9,d>=6.8,9,4,5,0.04810600000000001,0.017131,0.167022,0.118916,0.062572,0.045441,0.0,0.0,0.04810600000000001
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0003.png,L0,260819_main_on,4.594,0.9536,-3.2277,7.0829,62.9059,125,h_mid (~0.9),d<7,d<5.5,10,5,5,0.37324500000000005,0.268849,0.618406,0.245161,0.496047,0.227198,1.0,0.0,0.37324500000000005
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0004.png,L0,260819_main_on,8.4208,1.0624,-9.4161,-17.2604,60.9456,141,h_mid (~0.9),d 7-9,d>=6.8,4,0,4,nan,-0.001123000000000006,nan,nan,0.033211,0.034334,nan,0.0,-0.001123000000000006
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0006.png,L0,260819_main_on,6.5633,0.9635,-10.0252,-0.1653,61.7917,167,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,0.01791100000000001,-0.01097300000000001,0.240646,0.222735,0.125435,0.136408,0.0,0.0,0.01791100000000001
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0007.png,L0,260819_main_on,4.9665,0.7236,-8.8174,0.2988,62.6318,132,h_mid (~0.9),d<7,d<5.5,10,5,5,-0.010128999999999999,0.010982999999999993,0.170001,0.18013,0.106,0.095017,0.0,0.0,-0.010128999999999999
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0000.png::boost_e,L0,260820_boost_e_on,8.9228,1.4412,-8.1284,3.311,58.9789,189,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.0044369999999999965,nan,nan,0.132288,0.127851,nan,0.0,0.0044369999999999965
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0000.png::boost_h,L0,260820_boost_h_on,8.9228,0.5085,-8.1284,3.311,58.9789,188,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.07446599999999999,nan,nan,0.138372,0.063906,nan,0.0,0.07446599999999999
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0001.png::boost_e,L0,260820_boost_e_on,11.2053,1.7168,-10.3828,-4.0507,61.2701,67,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,-0.013884999999999998,nan,nan,0.028331,0.042216,nan,0.0,-0.013884999999999998
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0001.png::boost_h,L0,260820_boost_h_on,11.2053,0.8037,-10.3828,-4.0507,61.2701,67,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,0.06353199999999999,nan,nan,0.135377,0.071845,nan,0.0,0.06353199999999999
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0003.png::boost_e,L0,260820_boost_e_on,10.095,1.8852,-7.2352,-9.0359,60.577,182,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,-0.098581,nan,nan,0.136684,0.235265,nan,0.0,-0.098581
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0003.png::boost_h,L0,260820_boost_h_on,10.095,0.9842,-7.2352,-9.0359,60.577,180,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,0.059709,nan,nan,0.098688,0.038979,nan,0.0,0.059709
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0004.png::boost_e,L0,260820_boost_e_on,6.7379,1.5701,-16.0704,-3.7589,60.2149,170,h_hi (~1.8),d<7,d 5.5-6.8,10,5,5,0.040329000000000004,0.032333,0.145814,0.105485,0.060146,0.027813,0.0,0.0,0.040329000000000004
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0004.png::boost_h,L0,260820_boost_h_on,6.7379,0.6465,-16.0704,-3.7589,60.2149,164,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,0.0436,0.014707000000000001,0.117496,0.073896,0.038147,0.02344,0.0,0.0,0.0436
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0005.png::boost_e,L0,260820_boost_e_on,8.1602,1.6314,-12.4022,9.6925,62.3957,179,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.03949899999999999,nan,nan,0.135876,0.096377,nan,0.0,0.03949899999999999
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0005.png::boost_h,L0,260820_boost_h_on,8.1602,0.7122,-12.4022,9.6925,62.3957,179,h_mid (~0.9),d 7-9,d>=6.8,5,0,5,nan,0.067304,nan,nan,0.142216,0.074912,nan,0.0,0.067304
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0006.png::boost_e,L0,260820_boost_e_on,8.239,1.2253,-16.5186,9.6527,62.4123,168,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.007823000000000004,nan,nan,0.062962,0.055139,nan,0.0,0.007823000000000004
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0006.png::boost_h,L0,260820_boost_h_on,8.239,0.2771,-16.5186,9.6527,62.4123,166,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.020111,nan,nan,0.039043,0.018932,nan,0.0,0.020111
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0007.png::boost_e,L0,260820_boost_e_on,10.4613,1.2748,-6.1172,5.4847,60.0935,198,h_hi (~1.8),d>=9,d>=6.8,5,0,5,nan,0.0012850000000000014,nan,nan,0.039974,0.038689,nan,0.0,0.0012850000000000014
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0007.png::boost_h,L0,260820_boost_h_on,10.4613,0.3301,-6.1172,5.4847,60.0935,198,h_lo (robot ~0.3),d>=9,d>=6.8,5,0,5,nan,0.244884,nan,nan,0.32898,0.084096,nan,0.0,0.244884
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0000.png,L5,260819_main_on,4.7439,0.8483,-9.8586,1.429,61.6578,130,h_mid (~0.9),d<7,d<5.5,10,5,5,0.28043099999999993,0.15498800000000001,0.618068,0.337637,0.38473,0.229742,1.0,0.0,0.28043099999999993
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0001.png,L5,260819_main_on,7.036,1.2795,-8.9998,1.6524,61.4065,179,h_hi (~1.8),d 7-9,d>=6.8,9,4,5,0.10696900000000004,-0.027703000000000005,0.46333,0.356361,0.248959,0.276662,0.0,0.0,0.10696900000000004
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0003.png,L5,260819_main_on,4.594,0.9536,-3.2277,7.0829,62.9059,125,h_mid (~0.9),d<7,d<5.5,10,5,5,0.355803,0.24735600000000002,0.772546,0.416743,0.688621,0.441265,1.0,1.0,0.33128099999999994
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0004.png,L5,260819_main_on,8.4208,1.0624,-9.4161,-17.2604,60.9456,141,h_mid (~0.9),d 7-9,d>=6.8,4,0,4,nan,0.06390799999999999,nan,nan,0.14414,0.080232,nan,0.0,0.06390799999999999
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0006.png,L5,260819_main_on,6.5633,0.9635,-10.0252,-0.1653,61.7917,167,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,0.229987,0.128513,0.677176,0.447189,0.475836,0.347323,1.0,0.0,0.229987
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0007.png,L5,260819_main_on,4.9665,0.7236,-8.8174,0.2988,62.6318,132,h_mid (~0.9),d<7,d<5.5,10,5,5,0.19583199999999998,0.16725,0.427527,0.231695,0.331791,0.164541,0.0,0.0,0.19583199999999998
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0000.png::boost_e,L5,260820_boost_e_on,8.9228,1.4412,-8.1284,3.311,58.9789,189,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.095448,nan,nan,0.28253,0.187082,nan,0.0,0.095448
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0000.png::boost_h,L5,260820_boost_h_on,8.9228,0.5085,-8.1284,3.311,58.9789,188,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.236684,nan,nan,0.496297,0.259613,nan,0.0,0.236684
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0001.png::boost_e,L5,260820_boost_e_on,11.2053,1.7168,-10.3828,-4.0507,61.2701,67,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,-0.002623000000000014,nan,nan,0.140563,0.143186,nan,0.0,-0.002623000000000014
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0001.png::boost_h,L5,260820_boost_h_on,11.2053,0.8037,-10.3828,-4.0507,61.2701,67,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,0.12720599999999999,nan,nan,0.230006,0.1028,nan,0.0,0.12720599999999999
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0003.png::boost_e,L5,260820_boost_e_on,10.095,1.8852,-7.2352,-9.0359,60.577,182,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,-0.037739999999999996,nan,nan,0.179953,0.217693,nan,0.0,-0.037739999999999996
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0003.png::boost_h,L5,260820_boost_h_on,10.095,0.9842,-7.2352,-9.0359,60.577,180,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,0.018155999999999978,nan,nan,0.153683,0.135527,nan,0.0,0.018155999999999978
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0004.png::boost_e,L5,260820_boost_e_on,6.7379,1.5701,-16.0704,-3.7589,60.2149,170,h_hi (~1.8),d<7,d 5.5-6.8,10,5,5,0.23470300000000002,0.187313,0.466384,0.231681,0.251427,0.064114,0.0,0.0,0.23470300000000002
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0004.png::boost_h,L5,260820_boost_h_on,6.7379,0.6465,-16.0704,-3.7589,60.2149,164,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,0.185407,0.09484199999999998,0.289464,0.104057,0.130848,0.036006,0.0,0.0,0.185407
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0005.png::boost_e,L5,260820_boost_e_on,8.1602,1.6314,-12.4022,9.6925,62.3957,179,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.13275700000000001,nan,nan,0.353839,0.221082,nan,0.0,0.13275700000000001
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0005.png::boost_h,L5,260820_boost_h_on,8.1602,0.7122,-12.4022,9.6925,62.3957,179,h_mid (~0.9),d 7-9,d>=6.8,5,0,5,nan,0.097328,nan,nan,0.231076,0.133748,nan,0.0,0.097328
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0006.png::boost_e,L5,260820_boost_e_on,8.239,1.2253,-16.5186,9.6527,62.4123,168,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.242438,nan,nan,0.343966,0.101528,nan,0.0,0.242438
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0006.png::boost_h,L5,260820_boost_h_on,8.239,0.2771,-16.5186,9.6527,62.4123,166,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.037117,nan,nan,0.06308,0.025963,nan,0.0,0.037117
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0007.png::boost_e,L5,260820_boost_e_on,10.4613,1.2748,-6.1172,5.4847,60.0935,198,h_hi (~1.8),d>=9,d>=6.8,5,0,5,nan,0.148186,nan,nan,0.288254,0.140068,nan,0.0,0.148186
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0007.png::boost_h,L5,260820_boost_h_on,10.4613,0.3301,-6.1172,5.4847,60.0935,198,h_lo (robot ~0.3),d>=9,d>=6.8,5,0,5,nan,0.274843,nan,nan,0.497226,0.222383,nan,0.0,0.274843
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260819__0000.png,L7,260819_main_on,4.7439,0.8483,-9.8586,1.429,61.6578,130,h_mid (~0.9),d<7,d<5.5,10,5,5,0.035971,0.06673300000000001,0.204964,0.168993,0.19156,0.124827,0.0,0.0,0.035971
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260819__0001.png,L7,260819_main_on,7.036,1.2795,-8.9998,1.6524,61.4065,179,h_hi (~1.8),d 7-9,d>=6.8,9,4,5,0.06852399999999997,0.08172099999999999,0.252364,0.18384,0.186909,0.105188,0.0,0.0,0.06852399999999997
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260819__0003.png,L7,260819_main_on,4.594,0.9536,-3.2277,7.0829,62.9059,125,h_mid (~0.9),d<7,d<5.5,10,5,5,0.33336999999999994,0.21670699999999993,0.635191,0.301821,0.582714,0.366007,1.0,1.0,0.2691839999999999
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260819__0004.png,L7,260819_main_on,8.4208,1.0624,-9.4161,-17.2604,60.9456,141,h_mid (~0.9),d 7-9,d>=6.8,4,0,4,nan,0.006072000000000001,nan,nan,0.059168,0.053096,nan,0.0,0.006072000000000001
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260819__0006.png,L7,260819_main_on,6.5633,0.9635,-10.0252,-0.1653,61.7917,167,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,0.06646199999999997,0.02612700000000001,0.447883,0.381421,0.487792,0.461665,0.0,0.0,0.02612700000000001
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260819__0007.png,L7,260819_main_on,4.9665,0.7236,-8.8174,0.2988,62.6318,132,h_mid (~0.9),d<7,d<5.5,10,5,5,0.03959499999999999,0.05270400000000003,0.252264,0.212669,0.285932,0.233228,0.0,0.0,0.05270400000000003
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0000.png::boost_e,L7,260820_boost_e_on,8.9228,1.4412,-8.1284,3.311,58.9789,189,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.001444999999999974,nan,nan,0.22573,0.224285,nan,0.0,0.001444999999999974
b2,43,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0000.png::boost_h,L7,260820_boost_h_on,8.9228,0.5085,-8.1284,3.311,58.9789,188,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.17895299999999997,nan,nan,0.3187,0.139747,nan,0.0,0.17895299999999997
