model,seed,scene,occluder,cut,cond,round,d,h,pitch,yaw,hfov,edge_projected,hbin,dbin,dbin3a,n_gt,ncell_3a,ncell_3b,d_3a,d_3b,on_3a,off_3a,on_3b,off_3b,rec_3a,rec_3b,delta_all
rgb,44,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0000.png::boost_e,L7,260820_boost_e_on,10.9914,0.3911,-13.637,-17.7914,62.7559,14,h_lo (robot ~0.3),d>=9,d>=6.8,2,0,2,nan,-0.130124,nan,nan,0.177451,0.307575,nan,0.0,-0.130124
rgb,44,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0000.png::boost_h,L7,260820_boost_h_on,10.9914,0.3614,-13.637,-17.7914,62.7559,14,h_lo (robot ~0.3),d>=9,d>=6.8,2,0,2,nan,-0.11036300000000002,nan,nan,0.183762,0.294125,nan,0.0,-0.11036300000000002
rgb,44,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0001.png::boost_h,L7,260820_boost_h_on,9.9013,0.8097,-6.8068,-11.8299,63.9125,14,h_mid (~0.9),d>=9,d>=6.8,1,0,1,nan,-0.073486,nan,nan,0.366665,0.440151,nan,0.0,-0.073486
rgb,44,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0003.png::boost_e,L7,260820_boost_e_on,7.5147,0.4734,-11.0902,-4.9586,63.1815,14,h_lo (robot ~0.3),d 7-9,d>=6.8,4,2,2,-0.11601000000000002,-0.21254699999999999,0.117126,0.233136,0.259573,0.47212,0.0,0.0,-0.21254699999999999
rgb,44,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0003.png::boost_h,L7,260820_boost_h_on,7.5147,0.4263,-11.0902,-4.9586,63.1815,14,h_lo (robot ~0.3),d 7-9,d>=6.8,4,2,2,0.017585000000000017,-0.005449000000000037,0.25363,0.236045,0.556018,0.561467,0.0,1.0,-0.005449000000000037
rgb,44,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0004.png::boost_e,L7,260820_boost_e_on,9.9583,0.8223,-12.6937,-3.4861,58.1207,14,h_mid (~0.9),d>=9,d>=6.8,2,0,2,nan,-0.038726999999999956,nan,nan,0.619267,0.657994,nan,1.0,-0.038726999999999956
rgb,44,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0004.png::boost_h,L7,260820_boost_h_on,9.9583,0.7018,-12.6937,-3.4861,58.1207,14,h_mid (~0.9),d>=9,d>=6.8,2,0,2,nan,-0.24189900000000003,nan,nan,0.362732,0.604631,nan,0.0,-0.24189900000000003
rgb,44,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0005.png::boost_e,L7,260820_boost_e_on,9.8366,0.3501,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,-0.17826200000000003,nan,nan,0.282614,0.460876,nan,0.0,-0.17826200000000003
rgb,44,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0005.png::boost_h,L7,260820_boost_h_on,9.8366,0.329,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,-0.07861600000000002,nan,nan,0.41106,0.489676,nan,0.0,-0.07861600000000002
rgb,44,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0006.png::boost_e,L7,260820_boost_e_on,6.9519,0.4701,-5.1828,6.8137,59.5209,14,h_lo (robot ~0.3),d<7,d>=6.8,4,2,2,-0.22795399999999993,-0.11951400000000001,0.416125,0.644079,0.550236,0.66975,0.0,1.0,-0.11951400000000001
rgb,44,scene15,lateral wall + 25deg bend (corridor occlusion),L7__s20260820__0006.png::boost_h,L7,260820_boost_h_on,6.9519,0.4238,-5.1828,6.8137,59.5209,14,h_lo (robot ~0.3),d<7,d>=6.8,4,2,2,-0.021718999999999933,-0.015154999999999919,0.542819,0.564538,0.643854,0.659009,1.0,1.0,-0.015154999999999919
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0000.png,L0,260819_main_on,4.7439,0.8483,-9.8586,1.429,61.6578,130,h_mid (~0.9),d<7,d<5.5,10,5,5,0.99526,0.99304,0.999139,0.003879,0.99526,0.00222,1.0,1.0,0.99526
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0001.png,L0,260819_main_on,7.036,1.2795,-8.9998,1.6524,61.4065,179,h_hi (~1.8),d 7-9,d>=6.8,9,4,5,0.848761,0.984524,0.849859,0.001098,0.988572,0.004048,1.0,1.0,0.984524
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0003.png,L0,260819_main_on,4.594,0.9536,-3.2277,7.0829,62.9059,125,h_mid (~0.9),d<7,d<5.5,10,5,5,0.990599,0.998193,0.999501,0.008902,0.998823,0.00063,1.0,1.0,0.990599
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0004.png,L0,260819_main_on,8.4208,1.0624,-9.4161,-17.2604,60.9456,141,h_mid (~0.9),d 7-9,d>=6.8,4,0,4,nan,0.979828,nan,nan,0.988145,0.008317,nan,1.0,0.979828
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0006.png,L0,260819_main_on,6.5633,0.9635,-10.0252,-0.1653,61.7917,167,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,0.994223,0.9861049999999999,0.996609,0.002386,0.992952,0.006847,1.0,1.0,0.9897619999999999
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260819__0007.png,L0,260819_main_on,4.9665,0.7236,-8.8174,0.2988,62.6318,132,h_mid (~0.9),d<7,d<5.5,10,5,5,0.997948,0.993825,0.999351,0.001403,0.997555,0.00373,1.0,1.0,0.995621
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0000.png::boost_e,L0,260820_boost_e_on,8.9228,1.4412,-8.1284,3.311,58.9789,189,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.935863,nan,nan,0.993626,0.057763,nan,1.0,0.935863
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0000.png::boost_h,L0,260820_boost_h_on,8.9228,0.5085,-8.1284,3.311,58.9789,188,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.902801,nan,nan,0.907567,0.004766,nan,1.0,0.902801
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0001.png::boost_e,L0,260820_boost_e_on,11.2053,1.7168,-10.3828,-4.0507,61.2701,67,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,8.000000000000021e-05,nan,nan,0.008052,0.007972,nan,0.0,8.000000000000021e-05
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0001.png::boost_h,L0,260820_boost_h_on,11.2053,0.8037,-10.3828,-4.0507,61.2701,67,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,-1.4000000000000123e-05,nan,nan,0.004144,0.004158,nan,0.0,-1.4000000000000123e-05
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0003.png::boost_e,L0,260820_boost_e_on,10.095,1.8852,-7.2352,-9.0359,60.577,182,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,0.153134,nan,nan,0.213466,0.060332,nan,0.0,0.153134
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0003.png::boost_h,L0,260820_boost_h_on,10.095,0.9842,-7.2352,-9.0359,60.577,180,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,0.05699,nan,nan,0.077053,0.020063,nan,0.0,0.05699
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0004.png::boost_e,L0,260820_boost_e_on,6.7379,1.5701,-16.0704,-3.7589,60.2149,170,h_hi (~1.8),d<7,d 5.5-6.8,10,5,5,0.970926,0.9769369999999999,0.971754,0.000828,0.986192,0.009255,1.0,1.0,0.9769369999999999
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0004.png::boost_h,L0,260820_boost_h_on,6.7379,0.6465,-16.0704,-3.7589,60.2149,164,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,0.997697,0.99737,0.997837,0.00014,0.999695,0.002325,1.0,1.0,0.99737
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0005.png::boost_e,L0,260820_boost_e_on,8.1602,1.6314,-12.4022,9.6925,62.3957,179,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.920499,nan,nan,0.98436,0.063861,nan,1.0,0.920499
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0005.png::boost_h,L0,260820_boost_h_on,8.1602,0.7122,-12.4022,9.6925,62.3957,179,h_mid (~0.9),d 7-9,d>=6.8,5,0,5,nan,0.804454,nan,nan,0.826745,0.022291,nan,1.0,0.804454
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0006.png::boost_e,L0,260820_boost_e_on,8.239,1.2253,-16.5186,9.6527,62.4123,168,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.7600899999999999,nan,nan,0.949784,0.189694,nan,1.0,0.7600899999999999
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0006.png::boost_h,L0,260820_boost_h_on,8.239,0.2771,-16.5186,9.6527,62.4123,166,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.445541,nan,nan,0.470665,0.025124,nan,0.0,0.445541
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0007.png::boost_e,L0,260820_boost_e_on,10.4613,1.2748,-6.1172,5.4847,60.0935,198,h_hi (~1.8),d>=9,d>=6.8,5,0,5,nan,0.0006619999999999994,nan,nan,0.012112,0.01145,nan,0.0,0.0006619999999999994
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L0__s20260820__0007.png::boost_h,L0,260820_boost_h_on,10.4613,0.3301,-6.1172,5.4847,60.0935,198,h_lo (robot ~0.3),d>=9,d>=6.8,5,0,5,nan,0.004087999999999998,nan,nan,0.026021,0.021933,nan,0.0,0.004087999999999998
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0000.png,L5,260819_main_on,4.7439,0.8483,-9.8586,1.429,61.6578,130,h_mid (~0.9),d<7,d<5.5,10,5,5,0.99526,0.99304,0.999139,0.003879,0.99526,0.00222,1.0,1.0,0.99526
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0001.png,L5,260819_main_on,7.036,1.2795,-8.9998,1.6524,61.4065,179,h_hi (~1.8),d 7-9,d>=6.8,9,4,5,0.848761,0.984524,0.849859,0.001098,0.988572,0.004048,1.0,1.0,0.984524
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0003.png,L5,260819_main_on,4.594,0.9536,-3.2277,7.0829,62.9059,125,h_mid (~0.9),d<7,d<5.5,10,5,5,0.990599,0.998193,0.999501,0.008902,0.998823,0.00063,1.0,1.0,0.990599
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0004.png,L5,260819_main_on,8.4208,1.0624,-9.4161,-17.2604,60.9456,141,h_mid (~0.9),d 7-9,d>=6.8,4,0,4,nan,0.979828,nan,nan,0.988145,0.008317,nan,1.0,0.979828
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0006.png,L5,260819_main_on,6.5633,0.9635,-10.0252,-0.1653,61.7917,167,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,0.994223,0.9861049999999999,0.996609,0.002386,0.992952,0.006847,1.0,1.0,0.9897619999999999
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260819__0007.png,L5,260819_main_on,4.9665,0.7236,-8.8174,0.2988,62.6318,132,h_mid (~0.9),d<7,d<5.5,10,5,5,0.997948,0.993825,0.999351,0.001403,0.997555,0.00373,1.0,1.0,0.995621
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0000.png::boost_e,L5,260820_boost_e_on,8.9228,1.4412,-8.1284,3.311,58.9789,189,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.935863,nan,nan,0.993626,0.057763,nan,1.0,0.935863
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0000.png::boost_h,L5,260820_boost_h_on,8.9228,0.5085,-8.1284,3.311,58.9789,188,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.902801,nan,nan,0.907567,0.004766,nan,1.0,0.902801
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0001.png::boost_e,L5,260820_boost_e_on,11.2053,1.7168,-10.3828,-4.0507,61.2701,67,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,8.000000000000021e-05,nan,nan,0.008052,0.007972,nan,0.0,8.000000000000021e-05
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0001.png::boost_h,L5,260820_boost_h_on,11.2053,0.8037,-10.3828,-4.0507,61.2701,67,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,-1.4000000000000123e-05,nan,nan,0.004144,0.004158,nan,0.0,-1.4000000000000123e-05
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0003.png::boost_e,L5,260820_boost_e_on,10.095,1.8852,-7.2352,-9.0359,60.577,182,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,0.153134,nan,nan,0.213466,0.060332,nan,0.0,0.153134
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0003.png::boost_h,L5,260820_boost_h_on,10.095,0.9842,-7.2352,-9.0359,60.577,180,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,0.05699,nan,nan,0.077053,0.020063,nan,0.0,0.05699
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0004.png::boost_e,L5,260820_boost_e_on,6.7379,1.5701,-16.0704,-3.7589,60.2149,170,h_hi (~1.8),d<7,d 5.5-6.8,10,5,5,0.970926,0.9769369999999999,0.971754,0.000828,0.986192,0.009255,1.0,1.0,0.9769369999999999
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0004.png::boost_h,L5,260820_boost_h_on,6.7379,0.6465,-16.0704,-3.7589,60.2149,164,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,0.997697,0.99737,0.997837,0.00014,0.999695,0.002325,1.0,1.0,0.99737
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0005.png::boost_e,L5,260820_boost_e_on,8.1602,1.6314,-12.4022,9.6925,62.3957,179,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.920499,nan,nan,0.98436,0.063861,nan,1.0,0.920499
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0005.png::boost_h,L5,260820_boost_h_on,8.1602,0.7122,-12.4022,9.6925,62.3957,179,h_mid (~0.9),d 7-9,d>=6.8,5,0,5,nan,0.804454,nan,nan,0.826745,0.022291,nan,1.0,0.804454
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0006.png::boost_e,L5,260820_boost_e_on,8.239,1.2253,-16.5186,9.6527,62.4123,168,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.7600899999999999,nan,nan,0.949784,0.189694,nan,1.0,0.7600899999999999
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0006.png::boost_h,L5,260820_boost_h_on,8.239,0.2771,-16.5186,9.6527,62.4123,166,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.445541,nan,nan,0.470665,0.025124,nan,0.0,0.445541
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0007.png::boost_e,L5,260820_boost_e_on,10.4613,1.2748,-6.1172,5.4847,60.0935,198,h_hi (~1.8),d>=9,d>=6.8,5,0,5,nan,0.0006619999999999994,nan,nan,0.012112,0.01145,nan,0.0,0.0006619999999999994
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L5__s20260820__0007.png::boost_h,L5,260820_boost_h_on,10.4613,0.3301,-6.1172,5.4847,60.0935,198,h_lo (robot ~0.3),d>=9,d>=6.8,5,0,5,nan,0.004087999999999998,nan,nan,0.026021,0.021933,nan,0.0,0.004087999999999998
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260819__0000.png,L7,260819_main_on,4.7439,0.8483,-9.8586,1.429,61.6578,130,h_mid (~0.9),d<7,d<5.5,10,5,5,0.99526,0.99304,0.999139,0.003879,0.99526,0.00222,1.0,1.0,0.99526
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260819__0001.png,L7,260819_main_on,7.036,1.2795,-8.9998,1.6524,61.4065,179,h_hi (~1.8),d 7-9,d>=6.8,9,4,5,0.848761,0.984524,0.849859,0.001098,0.988572,0.004048,1.0,1.0,0.984524
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260819__0003.png,L7,260819_main_on,4.594,0.9536,-3.2277,7.0829,62.9059,125,h_mid (~0.9),d<7,d<5.5,10,5,5,0.990599,0.998193,0.999501,0.008902,0.998823,0.00063,1.0,1.0,0.990599
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260819__0004.png,L7,260819_main_on,8.4208,1.0624,-9.4161,-17.2604,60.9456,141,h_mid (~0.9),d 7-9,d>=6.8,4,0,4,nan,0.979828,nan,nan,0.988145,0.008317,nan,1.0,0.979828
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260819__0006.png,L7,260819_main_on,6.5633,0.9635,-10.0252,-0.1653,61.7917,167,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,0.994223,0.9861049999999999,0.996609,0.002386,0.992952,0.006847,1.0,1.0,0.9897619999999999
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260819__0007.png,L7,260819_main_on,4.9665,0.7236,-8.8174,0.2988,62.6318,132,h_mid (~0.9),d<7,d<5.5,10,5,5,0.997948,0.993825,0.999351,0.001403,0.997555,0.00373,1.0,1.0,0.995621
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0000.png::boost_e,L7,260820_boost_e_on,8.9228,1.4412,-8.1284,3.311,58.9789,189,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.935863,nan,nan,0.993626,0.057763,nan,1.0,0.935863
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0000.png::boost_h,L7,260820_boost_h_on,8.9228,0.5085,-8.1284,3.311,58.9789,188,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.902801,nan,nan,0.907567,0.004766,nan,1.0,0.902801
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0001.png::boost_e,L7,260820_boost_e_on,11.2053,1.7168,-10.3828,-4.0507,61.2701,67,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,8.000000000000021e-05,nan,nan,0.008052,0.007972,nan,0.0,8.000000000000021e-05
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0001.png::boost_h,L7,260820_boost_h_on,11.2053,0.8037,-10.3828,-4.0507,61.2701,67,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,-1.4000000000000123e-05,nan,nan,0.004144,0.004158,nan,0.0,-1.4000000000000123e-05
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0003.png::boost_e,L7,260820_boost_e_on,10.095,1.8852,-7.2352,-9.0359,60.577,182,h_hi (~1.8),d>=9,d>=6.8,4,0,4,nan,0.153134,nan,nan,0.213466,0.060332,nan,0.0,0.153134
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0003.png::boost_h,L7,260820_boost_h_on,10.095,0.9842,-7.2352,-9.0359,60.577,180,h_mid (~0.9),d>=9,d>=6.8,4,0,4,nan,0.05699,nan,nan,0.077053,0.020063,nan,0.0,0.05699
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0004.png::boost_e,L7,260820_boost_e_on,6.7379,1.5701,-16.0704,-3.7589,60.2149,170,h_hi (~1.8),d<7,d 5.5-6.8,10,5,5,0.970926,0.9769369999999999,0.971754,0.000828,0.986192,0.009255,1.0,1.0,0.9769369999999999
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0004.png::boost_h,L7,260820_boost_h_on,6.7379,0.6465,-16.0704,-3.7589,60.2149,164,h_mid (~0.9),d<7,d 5.5-6.8,10,5,5,0.997697,0.99737,0.997837,0.00014,0.999695,0.002325,1.0,1.0,0.99737
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0005.png::boost_e,L7,260820_boost_e_on,8.1602,1.6314,-12.4022,9.6925,62.3957,179,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.920499,nan,nan,0.98436,0.063861,nan,1.0,0.920499
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0005.png::boost_h,L7,260820_boost_h_on,8.1602,0.7122,-12.4022,9.6925,62.3957,179,h_mid (~0.9),d 7-9,d>=6.8,5,0,5,nan,0.804454,nan,nan,0.826745,0.022291,nan,1.0,0.804454
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0006.png::boost_e,L7,260820_boost_e_on,8.239,1.2253,-16.5186,9.6527,62.4123,168,h_hi (~1.8),d 7-9,d>=6.8,5,0,5,nan,0.7600899999999999,nan,nan,0.949784,0.189694,nan,1.0,0.7600899999999999
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0006.png::boost_h,L7,260820_boost_h_on,8.239,0.2771,-16.5186,9.6527,62.4123,166,h_lo (robot ~0.3),d 7-9,d>=6.8,5,0,5,nan,0.445541,nan,nan,0.470665,0.025124,nan,0.0,0.445541
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0007.png::boost_e,L7,260820_boost_e_on,10.4613,1.2748,-6.1172,5.4847,60.0935,198,h_hi (~1.8),d>=9,d>=6.8,5,0,5,nan,0.0006619999999999994,nan,nan,0.012112,0.01145,nan,0.0,0.0006619999999999994
depth,42,scene14,tread/landing self-occlusion (perspective terrace illusion),L7__s20260820__0007.png::boost_h,L7,260820_boost_h_on,10.4613,0.3301,-6.1172,5.4847,60.0935,198,h_lo (robot ~0.3),d>=9,d>=6.8,5,0,5,nan,0.004087999999999998,nan,nan,0.026021,0.021933,nan,0.0,0.004087999999999998
depth,42,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260819__0000.png,L0,260819_main_on,9.9031,0.4233,-6.6317,-4.2143,61.8616,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,-0.01125699999999999,nan,nan,0.096099,0.107356,nan,0.0,-0.01125699999999999
depth,42,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0000.png::boost_e,L0,260820_boost_e_on,10.9914,0.3911,-13.637,-17.7914,62.7559,14,h_lo (robot ~0.3),d>=9,d>=6.8,2,0,2,nan,-6.000000000000796e-06,nan,nan,0.008463,0.008469,nan,0.0,-6.000000000000796e-06
depth,42,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0000.png::boost_h,L0,260820_boost_h_on,10.9914,0.3614,-13.637,-17.7914,62.7559,14,h_lo (robot ~0.3),d>=9,d>=6.8,2,0,2,nan,0.0,nan,nan,0.008911,0.008911,nan,0.0,0.0
depth,42,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0001.png::boost_h,L0,260820_boost_h_on,9.9013,0.8097,-6.8068,-11.8299,63.9125,14,h_mid (~0.9),d>=9,d>=6.8,1,0,1,nan,-0.000178,nan,nan,0.001428,0.001606,nan,0.0,-0.000178
depth,42,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0003.png::boost_e,L0,260820_boost_e_on,7.5147,0.4734,-11.0902,-4.9586,63.1815,14,h_lo (robot ~0.3),d 7-9,d>=6.8,4,2,2,0.04397200000000001,0.106259,0.135752,0.09178,0.229559,0.1233,0.0,0.0,0.106259
depth,42,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0003.png::boost_h,L0,260820_boost_h_on,7.5147,0.4263,-11.0902,-4.9586,63.1815,14,h_lo (robot ~0.3),d 7-9,d>=6.8,4,2,2,0.011900999999999995,0.021743,0.045839,0.033938,0.090186,0.068443,0.0,0.0,0.021743
depth,42,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0004.png::boost_e,L0,260820_boost_e_on,9.9583,0.8223,-12.6937,-3.4861,58.1207,14,h_mid (~0.9),d>=9,d>=6.8,2,0,2,nan,-0.0014239999999999947,nan,nan,0.084652,0.086076,nan,0.0,-0.0014239999999999947
depth,42,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0004.png::boost_h,L0,260820_boost_h_on,9.9583,0.7018,-12.6937,-3.4861,58.1207,14,h_mid (~0.9),d>=9,d>=6.8,2,0,2,nan,-0.033273,nan,nan,0.15914,0.192413,nan,0.0,-0.033273
depth,42,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0005.png::boost_e,L0,260820_boost_e_on,9.8366,0.3501,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,0.00017399999999999968,nan,nan,0.004842,0.004668,nan,0.0,0.00017399999999999968
depth,42,scene15,lateral wall + 25deg bend (corridor occlusion),L0__s20260820__0005.png::boost_h,L0,260820_boost_h_on,9.8366,0.329,-5.4058,-7.3396,62.3314,14,h_lo (robot ~0.3),d>=9,d>=6.8,1,0,1,nan,0.0008219999999999998,nan,nan,0.006388,0.005566,nan,0.0,0.0008219999999999998
